time, suceptible, infected, recovered
3315, 995, 970, 3085
3316, 994, 971, 3085
3317, 993, 971, 3086
3318, 993, 968, 3089
3319, 993, 967, 3090
3321, 993, 965, 3092
3322, 992, 965, 3093
3323, 991, 964, 3095
3324, 988, 967, 3095
3325, 988, 965, 3097
3326, 988, 964, 3098
3327, 987, 965, 3098
3328, 986, 964, 3100
3329, 986, 961, 3103
3330, 986, 960, 3104
3331, 985, 961, 3104
3333, 983, 961, 3106
3334, 983, 960, 3107
3335, 983, 959, 3108
3336, 981, 959, 3110
3337, 981, 957, 3112
3338, 981, 953, 3116
3339, 980, 953, 3117
3341, 980, 951, 3119
3342, 980, 950, 3120
3345, 979, 948, 3123
3347, 976, 951, 3123
3348, 975, 949, 3126
3349, 974, 948, 3128
3350, 972, 948, 3130
3351, 971, 947, 3132
3352, 971, 943, 3136
3353, 971, 942, 3137
3356, 971, 939, 3140
3358, 971, 937, 3142
3359, 971, 936, 3143
3360, 970, 936, 3144
3361, 970, 935, 3145
3362, 970, 934, 3146
3363, 970, 933, 3147
3365, 970, 932, 3148
3366, 970, 931, 3149
3368, 969, 930, 3151
3369, 969, 929, 3152
3370, 968, 930, 3152
3371, 967, 930, 3153
3372, 967, 929, 3154
3373, 966, 928, 3156
3374, 965, 929, 3156
3375, 964, 929, 3157
3376, 964, 928, 3158
3379, 963, 927, 3160
3380, 963, 925, 3162
3381, 963, 924, 3163
3382, 963, 923, 3164
3384, 963, 922, 3165
3385, 963, 920, 3167
3386, 962, 919, 3169
3387, 962, 917, 3171
3389, 961, 918, 3171
3390, 961, 915, 3174
3391, 959, 916, 3175
3392, 959, 915, 3176
3393, 958, 915, 3177
3394, 957, 916, 3177
3395, 955, 917, 3178
3397, 954, 918, 3178
3398, 954, 914, 3182
3399, 954, 912, 3184
3400, 953, 911, 3186
3402, 952, 911, 3187
3403, 952, 909, 3189
3404, 951, 910, 3189
3405, 951, 909, 3190
3406, 950, 908, 3192
3407, 949, 909, 3192
3408, 948, 909, 3193
3409, 948, 908, 3194
3410, 948, 907, 3195
3411, 947, 908, 3195
3412, 947, 905, 3198
3413, 947, 904, 3199
3414, 947, 903, 3200
3415, 947, 902, 3201
3416, 945, 902, 3203
3417, 945, 901, 3204
3418, 944, 900, 3206
3419, 943, 898, 3209
3420, 943, 897, 3210
3421, 942, 897, 3211
3422, 941, 898, 3211
3423, 941, 894, 3215
3424, 941, 893, 3216
3425, 940, 893, 3217
3426, 940, 891, 3219
3427, 939, 891, 3220
3428, 938, 891, 3221
3432, 937, 891, 3222
3433, 936, 892, 3222
3434, 935, 892, 3223
3435, 934, 893, 3223
3437, 932, 894, 3224
3438, 932, 893, 3225
3439, 931, 893, 3226
3440, 931, 892, 3227
3441, 931, 890, 3229
3443, 930, 891, 3229
3444, 929, 891, 3230
3445, 928, 891, 3231
3446, 927, 892, 3231
3447, 926, 891, 3233
3448, 926, 890, 3234
3449, 925, 891, 3234
3451, 925, 890, 3235
3453, 925, 889, 3236
3454, 925, 887, 3238
3455, 923, 888, 3239
3456, 921, 888, 3241
3457, 921, 887, 3242
3458, 918, 890, 3242
3459, 918, 889, 3243
3460, 918, 887, 3245
3462, 918, 886, 3246
3463, 915, 889, 3246
3464, 915, 888, 3247
3465, 914, 888, 3248
3466, 914, 887, 3249
3468, 914, 886, 3250
3469, 914, 884, 3252
3471, 914, 883, 3253
3473, 913, 884, 3253
3475, 913, 883, 3254
3478, 913, 882, 3255
3481, 912, 883, 3255
3485, 911, 884, 3255
3487, 911, 881, 3258
3488, 911, 879, 3260
3489, 911, 878, 3261
3490, 911, 877, 3262
3491, 910, 877, 3263
3492, 909, 877, 3264
3493, 909, 876, 3265
3494, 908, 876, 3266
3495, 905, 879, 3266
3496, 905, 878, 3267
3497, 904, 879, 3267
3498, 904, 877, 3269
3500, 904, 876, 3270
3502, 904, 873, 3273
3503, 904, 871, 3275
3504, 903, 872, 3275
3505, 903, 871, 3276
3507, 903, 870, 3277
3508, 903, 869, 3278
3510, 902, 870, 3278
3511, 902, 868, 3280
3512, 901, 868, 3281
3513, 901, 867, 3282
3514, 900, 867, 3283
3516, 900, 866, 3284
3517, 897, 869, 3284
3518, 896, 867, 3287
3519, 895, 868, 3287
3520, 895, 867, 3288
3521, 894, 866, 3290
3522, 894, 864, 3292
3525, 894, 863, 3293
3526, 894, 862, 3294
3527, 894, 861, 3295
3529, 894, 860, 3296
3530, 894, 859, 3297
3533, 893, 858, 3299
3535, 892, 859, 3299
3536, 890, 860, 3300
3539, 890, 858, 3302
3540, 890, 856, 3304
3541, 890, 855, 3305
3542, 889, 854, 3307
3543, 889, 853, 3308
3544, 889, 852, 3309
3545, 889, 850, 3311
3546, 888, 850, 3312
3547, 885, 850, 3315
3549, 885, 849, 3316
3550, 885, 848, 3317
3551, 885, 847, 3318
3552, 885, 844, 3321
3553, 884, 844, 3322
3555, 883, 844, 3323
3557, 882, 845, 3323
3558, 881, 845, 3324
3559, 881, 843, 3326
3560, 880, 843, 3327
3564, 880, 842, 3328
3567, 880, 841, 3329
3569, 879, 842, 3329
3570, 878, 843, 3329
3571, 878, 842, 3330
3572, 878, 839, 3333
3573, 878, 838, 3334
3574, 876, 838, 3336
3575, 876, 836, 3338
3576, 875, 836, 3339
3577, 875, 833, 3342
3578, 875, 831, 3344
3579, 874, 831, 3345
3580, 873, 832, 3345
3581, 871, 834, 3345
3582, 871, 833, 3346
3583, 871, 832, 3347
3584, 871, 831, 3348
3585, 871, 830, 3349
3586, 870, 828, 3352
3587, 868, 829, 3353
3588, 868, 828, 3354
3589, 867, 827, 3356
3590, 866, 827, 3357
3591, 866, 826, 3358
3592, 865, 826, 3359
3593, 865, 825, 3360
3594, 865, 824, 3361
3595, 864, 824, 3362
3597, 864, 823, 3363
3598, 864, 822, 3364
3599, 863, 823, 3364
3600, 861, 825, 3364
3601, 861, 824, 3365
3602, 861, 822, 3367
3603, 861, 821, 3368
3604, 860, 820, 3370
3605, 859, 820, 3371
3606, 859, 817, 3374
3607, 857, 816, 3377
3608, 857, 815, 3378
3609, 857, 813, 3380
3611, 855, 814, 3381
3612, 855, 811, 3384
3613, 855, 809, 3386
3615, 855, 808, 3387
3616, 855, 807, 3388
3618, 855, 806, 3389
3619, 853, 806, 3391
3620, 852, 806, 3392
3621, 850, 806, 3394
3624, 850, 804, 3396
3627, 849, 804, 3397
3628, 849, 803, 3398
3630, 849, 800, 3401
3632, 848, 800, 3402
3633, 845, 803, 3402
3634, 845, 800, 3405
3635, 845, 798, 3407
3636, 844, 798, 3408
3637, 843, 799, 3408
3638, 841, 801, 3408
3639, 841, 800, 3409
3640, 840, 799, 3411
3641, 839, 799, 3412
3644, 838, 799, 3413
3645, 837, 800, 3413
3647, 837, 799, 3414
3648, 837, 798, 3415
3649, 837, 794, 3419
3650, 834, 795, 3421
3651, 832, 796, 3422
3654, 830, 798, 3422
3655, 828, 799, 3423
3657, 827, 798, 3425
3658, 827, 797, 3426
3661, 826, 798, 3426
3662, 826, 797, 3427
3663, 825, 797, 3428
3664, 825, 794, 3431
3665, 823, 795, 3432
3668, 821, 797, 3432
3669, 821, 796, 3433
3671, 820, 796, 3434
3672, 820, 795, 3435
3673, 819, 794, 3437
3674, 818, 794, 3438
3675, 817, 795, 3438
3676, 816, 796, 3438
3677, 814, 797, 3439
3682, 814, 796, 3440
3684, 813, 797, 3440
3685, 813, 796, 3441
3687, 811, 798, 3441
3688, 808, 801, 3441
3689, 807, 802, 3441
3690, 807, 801, 3442
3691, 806, 801, 3443
3692, 805, 801, 3444
3693, 805, 800, 3445
3694, 805, 799, 3446
3696, 803, 800, 3447
3697, 803, 798, 3449
3700, 802, 799, 3449
3701, 801, 800, 3449
3702, 801, 797, 3452
3703, 801, 796, 3453
3704, 800, 795, 3455
3706, 799, 795, 3456
3708, 798, 796, 3456
3711, 798, 795, 3457
3713, 798, 793, 3459
3714, 797, 792, 3461
3715, 796, 792, 3462
3716, 796, 791, 3463
3718, 796, 789, 3465
3719, 796, 787, 3467
3720, 794, 788, 3468
3724, 794, 787, 3469
3725, 794, 786, 3470
3726, 793, 786, 3471
3727, 793, 785, 3472
3728, 792, 783, 3475
3729, 791, 784, 3475
3730, 790, 784, 3476
3732, 790, 782, 3478
3733, 790, 781, 3479
3734, 790, 780, 3480
3736, 790, 778, 3482
3738, 790, 777, 3483
3739, 790, 775, 3485
3740, 790, 773, 3487
3742, 789, 773, 3488
3744, 788, 771, 3491
3745, 787, 771, 3492
3746, 787, 769, 3494
3747, 787, 768, 3495
3748, 787, 767, 3496
3749, 787, 766, 3497
3752, 786, 767, 3497
3753, 786, 766, 3498
3754, 782, 770, 3498
3756, 781, 770, 3499
3757, 780, 770, 3500
3759, 780, 769, 3501
3760, 779, 769, 3502
3761, 779, 768, 3503
3762, 778, 769, 3503
3763, 778, 768, 3504
3765, 777, 768, 3505
3766, 776, 766, 3508
3769, 775, 767, 3508
3771, 772, 769, 3509
3772, 771, 766, 3513
3773, 770, 767, 3513
3774, 769, 768, 3513
3775, 769, 767, 3514
3776, 767, 769, 3514
3777, 764, 770, 3516
3779, 764, 769, 3517
3780, 764, 767, 3519
3781, 764, 766, 3520
3784, 762, 767, 3521
3787, 759, 768, 3523
3788, 758, 769, 3523
3790, 758, 768, 3524
3792, 757, 768, 3525
3793, 757, 767, 3526
3794, 757, 765, 3528
3795, 756, 766, 3528
3797, 754, 768, 3528
3798, 754, 767, 3529
3799, 752, 769, 3529
3800, 752, 768, 3530
3801, 751, 766, 3533
3803, 750, 766, 3534
3804, 749, 766, 3535
3805, 748, 767, 3535
3806, 747, 768, 3535
3807, 745, 770, 3535
3808, 745, 767, 3538
3809, 744, 767, 3539
3810, 744, 765, 3541
3811, 742, 767, 3541
3813, 742, 765, 3543
3814, 742, 763, 3545
3815, 741, 763, 3546
3816, 740, 764, 3546
3817, 740, 763, 3547
3818, 740, 762, 3548
3819, 739, 762, 3549
3821, 737, 764, 3549
3823, 735, 765, 3550
3826, 734, 765, 3551
3827, 733, 766, 3551
3828, 732, 766, 3552
3829, 731, 767, 3552
3830, 730, 768, 3552
3831, 730, 767, 3553
3832, 730, 766, 3554
3833, 730, 764, 3556
3834, 730, 762, 3558
3835, 730, 761, 3559
3836, 729, 762, 3559
3837, 728, 762, 3560
3840, 727, 763, 3560
3844, 727, 762, 3561
3845, 726, 762, 3562
3847, 725, 763, 3562
3848, 724, 764, 3562
3849, 723, 764, 3563
3850, 722, 765, 3563
3851, 719, 767, 3564
3852, 719, 766, 3565
3853, 719, 764, 3567
3854, 718, 765, 3567
3855, 718, 764, 3568
3856, 717, 763, 3570
3857, 716, 762, 3572
3858, 715, 763, 3572
3859, 714, 764, 3572
3860, 712, 764, 3574
3861, 709, 766, 3575
3862, 708, 767, 3575
3863, 707, 768, 3575
3864, 707, 767, 3576
3865, 706, 768, 3576
3866, 706, 767, 3577
3867, 705, 768, 3577
3868, 704, 767, 3579
3869, 704, 765, 3581
3871, 702, 766, 3582
3873, 701, 767, 3582
3874, 701, 766, 3583
3875, 700, 767, 3583
3877, 697, 769, 3584
3878, 697, 767, 3586
3880, 697, 766, 3587
3882, 696, 767, 3587
3883, 696, 765, 3589
3884, 696, 764, 3590
3885, 695, 765, 3590
3886, 694, 766, 3590
3887, 694, 764, 3592
3888, 694, 763, 3593
3889, 693, 764, 3593
3890, 692, 764, 3594
3891, 692, 762, 3596
3892, 691, 762, 3597
3896, 690, 762, 3598
3897, 688, 764, 3598
3898, 688, 762, 3600
3899, 687, 762, 3601
3900, 686, 762, 3602
3901, 686, 761, 3603
3903, 686, 760, 3604
3905, 686, 759, 3605
3906, 685, 760, 3605
3908, 684, 760, 3606
3909, 683, 761, 3606
3910, 682, 762, 3606
3911, 682, 761, 3607
3913, 682, 760, 3608
3916, 682, 759, 3609
3918, 681, 759, 3610
3919, 681, 758, 3611
3920, 681, 757, 3612
3922, 681, 756, 3613
3923, 681, 754, 3615
3924, 680, 753, 3617
3925, 679, 754, 3617
3927, 678, 755, 3617
3929, 677, 756, 3617
3930, 675, 757, 3618
3931, 674, 758, 3618
3933, 673, 758, 3619
3934, 673, 757, 3620
3935, 672, 758, 3620
3936, 671, 759, 3620
3937, 670, 760, 3620
3938, 670, 759, 3621
3939, 670, 758, 3622
3942, 670, 757, 3623
3943, 670, 756, 3624
3944, 669, 756, 3625
3945, 668, 757, 3625
3946, 667, 757, 3626
3949, 666, 758, 3626
3950, 665, 759, 3626
3952, 663, 760, 3627
3954, 662, 760, 3628
3955, 661, 760, 3629
3957, 660, 759, 3631
3958, 660, 758, 3632
3959, 659, 759, 3632
3960, 658, 760, 3632
3962, 657, 760, 3633
3963, 657, 759, 3634
3965, 657, 758, 3635
3967, 657, 757, 3636
3968, 656, 758, 3636
3971, 656, 757, 3637
3972, 656, 756, 3638
3974, 655, 755, 3640
3976, 654, 754, 3642
3978, 654, 751, 3645
3979, 654, 750, 3646
3980, 654, 749, 3647
3982, 654, 748, 3648
3983, 654, 747, 3649
3985, 653, 747, 3650
3987, 653, 746, 3651
3988, 652, 746, 3652
3989, 651, 745, 3654
3990, 650, 746, 3654
3991, 650, 745, 3655
3992, 649, 742, 3659
3993, 649, 741, 3660
3994, 649, 740, 3661
3995, 649, 739, 3662
3996, 649, 738, 3663
3997, 648, 739, 3663
3999, 648, 738, 3664
4000, 647, 739, 3664
4002, 646, 740, 3664
4003, 646, 739, 3665
4006, 645, 740, 3665
4007, 644, 740, 3666
4008, 644, 739, 3667
4009, 643, 740, 3667
4012, 642, 741, 3667
4014, 640, 743, 3667
4015, 640, 742, 3668
4016, 640, 740, 3670
4018, 640, 739, 3671
4019, 639, 739, 3672
4022, 638, 738, 3674
4023, 637, 739, 3674
4024, 637, 737, 3676
4025, 637, 735, 3678
4026, 637, 734, 3679
4027, 636, 735, 3679
4028, 636, 732, 3682
4030, 635, 733, 3682
4031, 634, 733, 3683
4032, 633, 734, 3683
4033, 632, 734, 3684
4034, 631, 733, 3686
4035, 630, 729, 3691
4036, 628, 729, 3693
4037, 627, 729, 3694
4038, 626, 730, 3694
4039, 625, 731, 3694
4041, 624, 732, 3694
4042, 624, 731, 3695
4043, 624, 730, 3696
4044, 623, 730, 3697
4046, 623, 728, 3699
4047, 623, 727, 3700
4048, 623, 726, 3701
4049, 622, 726, 3702
4050, 621, 725, 3704
4051, 620, 726, 3704
4052, 619, 726, 3705
4053, 618, 727, 3705
4054, 618, 726, 3706
4055, 618, 725, 3707
4056, 617, 726, 3707
4057, 616, 726, 3708
4060, 615, 727, 3708
4061, 612, 730, 3708
4062, 612, 728, 3710
4065, 611, 726, 3713
4066, 611, 725, 3714
4067, 610, 725, 3715
4068, 610, 723, 3717
4071, 609, 721, 3720
4073, 608, 720, 3722
4074, 608, 719, 3723
4075, 607, 719, 3724
4076, 606, 719, 3725
4078, 605, 719, 3726
4082, 602, 722, 3726
4083, 602, 720, 3728
4085, 601, 719, 3730
4086, 601, 717, 3732
4088, 601, 716, 3733
4089, 601, 715, 3734
4090, 601, 714, 3735
4091, 601, 711, 3738
4092, 600, 711, 3739
4093, 599, 711, 3740
4095, 598, 712, 3740
4096, 598, 711, 3741
4097, 598, 710, 3742
4099, 597, 710, 3743
4100, 596, 711, 3743
4101, 596, 710, 3744
4102, 595, 711, 3744
4105, 595, 710, 3745
4107, 594, 711, 3745
4108, 594, 710, 3746
4109, 591, 713, 3746
4110, 590, 713, 3747
4111, 589, 712, 3749
4113, 589, 710, 3751
4114, 588, 711, 3751
4116, 587, 712, 3751
4117, 587, 711, 3752
4121, 586, 710, 3754
4122, 586, 709, 3755
4123, 586, 708, 3756
4126, 585, 708, 3757
4127, 584, 709, 3757
4128, 582, 710, 3758
4129, 581, 711, 3758
4130, 581, 709, 3760
4133, 581, 708, 3761
4137, 581, 707, 3762
4140, 581, 705, 3764
4142, 581, 704, 3765
4143, 581, 702, 3767
4144, 581, 701, 3768
4146, 580, 699, 3771
4147, 579, 700, 3771
4151, 576, 701, 3773
4156, 575, 700, 3775
4157, 574, 701, 3775
4158, 574, 700, 3776
4160, 573, 700, 3777
4161, 572, 700, 3778
4163, 572, 699, 3779
4165, 572, 698, 3780
4166, 571, 698, 3781
4168, 571, 697, 3782
4171, 571, 696, 3783
4172, 570, 695, 3785
4176, 570, 694, 3786
4177, 570, 692, 3788
4181, 570, 691, 3789
4182, 570, 689, 3791
4183, 569, 690, 3791
4184, 569, 689, 3792
4186, 568, 690, 3792
4187, 568, 688, 3794
4188, 567, 689, 3794
4189, 567, 688, 3795
4190, 567, 686, 3797
4191, 566, 684, 3800
4193, 565, 684, 3801
4194, 564, 683, 3803
4195, 564, 682, 3804
4196, 561, 684, 3805
4197, 561, 683, 3806
4198, 561, 682, 3807
4200, 559, 682, 3809
4201, 557, 682, 3811
4202, 557, 679, 3814
4203, 557, 678, 3815
4204, 557, 677, 3816
4205, 557, 676, 3817
4206, 557, 674, 3819
4207, 557, 673, 3820
4208, 557, 672, 3821
4210, 557, 671, 3822
4211, 557, 668, 3825
4212, 556, 669, 3825
4213, 556, 668, 3826
4214, 556, 666, 3828
4215, 555, 667, 3828
4216, 554, 667, 3829
4217, 554, 666, 3830
4218, 554, 665, 3831
4219, 553, 665, 3832
4220, 553, 664, 3833
4222, 552, 665, 3833
4225, 552, 664, 3834
4226, 550, 666, 3834
4227, 549, 667, 3834
4231, 548, 668, 3834
4232, 547, 669, 3834
4233, 546, 668, 3836
4234, 545, 669, 3836
4235, 544, 668, 3838
4236, 544, 666, 3840
4238, 544, 665, 3841
4239, 542, 666, 3842
4242, 542, 665, 3843
4243, 541, 665, 3844
4244, 540, 661, 3849
4245, 539, 661, 3850
4247, 538, 662, 3850
4248, 537, 663, 3850
4249, 537, 661, 3852
4250, 537, 659, 3854
4253, 535, 661, 3854
4255, 534, 662, 3854
4256, 532, 662, 3856
4257, 532, 659, 3859
4260, 531, 659, 3860
4261, 530, 660, 3860
4262, 529, 660, 3861
4263, 529, 657, 3864
4264, 529, 656, 3865
4265, 529, 655, 3866
4266, 528, 656, 3866
4267, 527, 656, 3867
4268, 524, 658, 3868
4269, 523, 658, 3869
4271, 522, 659, 3869
4272, 522, 657, 3871
4273, 521, 657, 3872
4275, 521, 655, 3874
4276, 520, 654, 3876
4278, 520, 653, 3877
4280, 519, 653, 3878
4281, 519, 651, 3880
4282, 519, 650, 3881
4283, 518, 651, 3881
4284, 517, 652, 3881
4285, 516, 652, 3882
4286, 516, 651, 3883
4288, 516, 650, 3884
4289, 515, 651, 3884
4290, 515, 650, 3885
4292, 515, 649, 3886
4294, 514, 650, 3886
4296, 514, 648, 3888
4298, 513, 649, 3888
4299, 512, 650, 3888
4302, 512, 649, 3889
4303, 511, 649, 3890
4305, 510, 650, 3890
4307, 510, 649, 3891
4308, 509, 650, 3891
4310, 509, 649, 3892
4311, 509, 648, 3893
4312, 509, 647, 3894
4313, 508, 648, 3894
4314, 508, 647, 3895
4315, 507, 647, 3896
4317, 506, 647, 3897
4318, 505, 647, 3898
4319, 504, 648, 3898
4324, 503, 649, 3898
4325, 502, 647, 3901
4327, 502, 645, 3903
4329, 501, 645, 3904
4330, 501, 644, 3905
4332, 501, 643, 3906
4333, 501, 641, 3908
4334, 500, 641, 3909
4336, 498, 642, 3910
4337, 498, 641, 3911
4340, 498, 640, 3912
4341, 498, 639, 3913
4342, 498, 637, 3915
4343, 497, 638, 3915
4344, 496, 638, 3916
4345, 496, 636, 3918
4346, 496, 635, 3919
4349, 495, 636, 3919
4350, 494, 636, 3920
4352, 494, 635, 3921
4353, 493, 636, 3921
4354, 493, 634, 3923
4355, 493, 632, 3925
4356, 492, 633, 3925
4357, 492, 632, 3926
4358, 492, 631, 3927
4362, 491, 632, 3927
4363, 491, 630, 3929
4364, 491, 629, 3930
4365, 491, 628, 3931
4372, 490, 629, 3931
4374, 490, 628, 3932
4375, 489, 628, 3933
4377, 488, 628, 3934
4378, 487, 627, 3936
4380, 487, 625, 3938
4382, 486, 625, 3939
4383, 485, 625, 3940
4386, 485, 622, 3943
4387, 484, 623, 3943
4388, 484, 622, 3944
4389, 483, 623, 3944
4390, 483, 622, 3945
4392, 483, 620, 3947
4393, 483, 618, 3949
4394, 483, 617, 3950
4395, 482, 617, 3951
4398, 481, 618, 3951
4399, 479, 619, 3952
4401, 479, 618, 3953
4402, 479, 617, 3954
4403, 478, 618, 3954
4404, 478, 617, 3955
4405, 477, 618, 3955
4406, 476, 617, 3957
4407, 476, 616, 3958
4408, 475, 617, 3958
4410, 474, 617, 3959
4411, 473, 617, 3960
4413, 473, 616, 3961
4415, 473, 615, 3962
4416, 473, 613, 3964
4417, 473, 612, 3965
4418, 472, 613, 3965
4419, 472, 612, 3966
4420, 472, 611, 3967
4422, 472, 610, 3968
4426, 471, 611, 3968
4427, 470, 611, 3969
4428, 469, 612, 3969
4429, 468, 612, 3970
4431, 467, 613, 3970
4437, 467, 612, 3971
4440, 466, 612, 3972
4441, 466, 611, 3973
4442, 464, 611, 3975
4443, 463, 612, 3975
4444, 463, 611, 3976
4447, 462, 612, 3976
4448, 462, 610, 3978
4449, 462, 609, 3979
4451, 461, 610, 3979
4452, 461, 609, 3980
4453, 461, 608, 3981
4454, 460, 609, 3981
4456, 459, 609, 3982
4457, 459, 608, 3983
4458, 458, 609, 3983
4460, 457, 608, 3985
4461, 455, 610, 3985
4462, 454, 610, 3986
4465, 454, 609, 3987
4466, 453, 609, 3988
4467, 452, 610, 3988
4468, 452, 609, 3989
4473, 452, 608, 3990
4476, 451, 606, 3993
4477, 451, 605, 3994
4478, 451, 604, 3995
4479, 451, 603, 3996
4480, 451, 602, 3997
4481, 451, 601, 3998
4482, 450, 601, 3999
4484, 450, 599, 4001
4485, 449, 599, 4002
4486, 448, 600, 4002
4488, 446, 602, 4002
4489, 445, 602, 4003
4493, 445, 599, 4006
4495, 444, 600, 4006
4496, 443, 601, 4006
4497, 442, 601, 4007
4499, 441, 602, 4007
4500, 441, 601, 4008
4502, 441, 600, 4009
4507, 441, 597, 4012
4509, 441, 596, 4013
4510, 438, 598, 4014
4511, 438, 597, 4015
4514, 438, 596, 4016
4515, 438, 595, 4017
4516, 438, 594, 4018
4517, 437, 595, 4018
4519, 437, 592, 4021
4520, 437, 588, 4025
4522, 437, 587, 4026
4524, 436, 588, 4026
4528, 435, 589, 4026
4529, 435, 588, 4027
4533, 435, 586, 4029
4535, 435, 585, 4030
4537, 434, 585, 4031
4538, 434, 584, 4032
4539, 433, 583, 4034
4540, 433, 582, 4035
4542, 433, 581, 4036
4546, 432, 581, 4037
4550, 431, 580, 4039
4551, 431, 579, 4040
4555, 430, 579, 4041
4556, 430, 578, 4042
4557, 430, 576, 4044
4558, 430, 574, 4046
4559, 430, 573, 4047
4560, 430, 572, 4048
4561, 429, 573, 4048
4562, 428, 574, 4048
4564, 427, 575, 4048
4566, 426, 576, 4048
4569, 426, 574, 4050
4570, 425, 574, 4051
4571, 425, 573, 4052
4573, 424, 573, 4053
4574, 423, 573, 4054
4576, 422, 572, 4056
4577, 422, 571, 4057
4578, 421, 571, 4058
4580, 421, 569, 4060
4582, 419, 570, 4061
4584, 418, 571, 4061
4585, 417, 572, 4061
4587, 417, 571, 4062
4588, 416, 571, 4063
4590, 416, 570, 4064
4594, 416, 569, 4065
4595, 416, 568, 4066
4596, 416, 567, 4067
4597, 415, 568, 4067
4598, 415, 567, 4068
4599, 412, 570, 4068
4600, 412, 569, 4069
4601, 412, 568, 4070
4602, 412, 567, 4071
4603, 412, 566, 4072
4606, 412, 565, 4073
4607, 411, 565, 4074
4608, 411, 564, 4075
4609, 411, 563, 4076
4610, 411, 562, 4077
4611, 411, 561, 4078
4612, 410, 562, 4078
4613, 410, 560, 4080
4616, 410, 559, 4081
4617, 410, 558, 4082
4620, 409, 559, 4082
4623, 409, 557, 4084
4624, 409, 556, 4085
4625, 409, 554, 4087
4626, 408, 553, 4089
4627, 408, 552, 4090
4629, 407, 553, 4090
4630, 406, 554, 4090
4631, 405, 554, 4091
4632, 405, 553, 4092
4634, 404, 553, 4093
4635, 404, 552, 4094
4636, 403, 552, 4095
4638, 402, 553, 4095
4639, 401, 554, 4095
4642, 401, 553, 4096
4643, 400, 554, 4096
4644, 400, 552, 4098
4645, 399, 552, 4099
4646, 399, 551, 4100
4647, 399, 550, 4101
4653, 398, 550, 4102
4654, 397, 550, 4103
4655, 396, 550, 4104
4656, 396, 549, 4105
4658, 396, 548, 4106
4659, 394, 548, 4108
4660, 394, 546, 4110
4664, 393, 547, 4110
4665, 393, 546, 4111
4667, 393, 545, 4112
4668, 393, 542, 4115
4671, 393, 541, 4116
4672, 393, 540, 4117
4674, 392, 541, 4117
4676, 392, 540, 4118
4677, 391, 540, 4119
4681, 388, 542, 4120
4682, 388, 541, 4121
4683, 388, 540, 4122
4685, 388, 539, 4123
4686, 388, 538, 4124
4688, 387, 538, 4125
4689, 386, 538, 4126
4690, 385, 538, 4127
4694, 384, 539, 4127
4695, 384, 538, 4128
4696, 382, 540, 4128
4697, 381, 540, 4129
4698, 380, 539, 4131
4702, 379, 540, 4131
4703, 378, 541, 4131
4705, 378, 540, 4132
4707, 378, 538, 4134
4708, 376, 540, 4134
4710, 376, 539, 4135
4711, 375, 540, 4135
4712, 375, 537, 4138
4713, 373, 539, 4138
4714, 372, 540, 4138
4717, 372, 538, 4140
4719, 372, 537, 4141
4720, 371, 538, 4141
4723, 370, 538, 4142
4725, 370, 537, 4143
4726, 369, 538, 4143
4727, 369, 537, 4144
4728, 368, 536, 4146
4729, 368, 535, 4147
4732, 367, 534, 4149
4733, 367, 533, 4150
4736, 365, 535, 4150
4737, 364, 535, 4151
4739, 364, 534, 4152
4744, 364, 533, 4153
4745, 364, 532, 4154
4746, 364, 531, 4155
4747, 363, 532, 4155
4748, 362, 533, 4155
4750, 362, 532, 4156
4754, 362, 530, 4158
4755, 362, 529, 4159
4757, 362, 528, 4160
4758, 362, 527, 4161
4759, 361, 528, 4161
4760, 359, 530, 4161
4761, 358, 530, 4162
4762, 358, 529, 4163
4763, 358, 528, 4164
4764, 357, 529, 4164
4765, 356, 530, 4164
4766, 355, 531, 4164
4768, 354, 532, 4164
4769, 353, 533, 4164
4770, 353, 531, 4166
4772, 353, 530, 4167
4776, 353, 529, 4168
4779, 353, 528, 4169
4780, 352, 529, 4169
4781, 352, 528, 4170
4785, 352, 526, 4172
4786, 352, 525, 4173
4788, 351, 526, 4173
4789, 351, 524, 4175
4791, 351, 523, 4176
4792, 351, 522, 4177
4793, 350, 523, 4177
4794, 350, 521, 4179
4797, 350, 520, 4180
4798, 350, 519, 4181
4799, 350, 518, 4182
4804, 349, 519, 4182
4806, 348, 519, 4183
4809, 348, 518, 4184
4810, 348, 517, 4185
4811, 347, 517, 4186
4813, 347, 516, 4187
4816, 346, 517, 4187
4817, 346, 516, 4188
4818, 346, 515, 4189
4824, 346, 514, 4190
4826, 346, 512, 4192
4827, 345, 511, 4194
4828, 344, 512, 4194
4832, 344, 511, 4195
4834, 344, 510, 4196
4840, 344, 509, 4197
4842, 344, 508, 4198
4843, 344, 507, 4199
4845, 344, 506, 4200
4846, 343, 507, 4200
4848, 342, 508, 4200
4850, 342, 505, 4203
4851, 342, 504, 4204
4852, 340, 506, 4204
4854, 340, 505, 4205
4856, 339, 506, 4205
4857, 337, 508, 4205
4858, 337, 507, 4206
4859, 336, 507, 4207
4860, 335, 508, 4207
4861, 334, 508, 4208
4864, 333, 509, 4208
4865, 332, 509, 4209
4868, 331, 510, 4209
4869, 331, 509, 4210
4870, 330, 508, 4212
4872, 328, 509, 4213
4873, 328, 507, 4215
4874, 328, 506, 4216
4877, 328, 502, 4220
4881, 327, 503, 4220
4882, 327, 502, 4221
4884, 327, 501, 4222
