time, suceptible, infected, recovered
4885, 327, 500, 4223
4890, 326, 499, 4225
4891, 324, 500, 4226
4892, 322, 502, 4226
4895, 322, 501, 4227
4896, 322, 500, 4228
4897, 321, 500, 4229
4900, 321, 499, 4230
4901, 321, 498, 4231
4902, 320, 499, 4231
4904, 319, 499, 4232
4906, 319, 498, 4233
4907, 319, 496, 4235
4908, 319, 495, 4236
4910, 318, 495, 4237
4911, 318, 494, 4238
4913, 318, 493, 4239
4914, 318, 492, 4240
4915, 318, 491, 4241
4916, 317, 492, 4241
4921, 317, 491, 4242
4922, 316, 491, 4243
4925, 315, 489, 4246
4930, 315, 486, 4249
4931, 313, 488, 4249
4932, 312, 489, 4249
4933, 311, 490, 4249
4934, 310, 490, 4250
4936, 310, 489, 4251
4937, 310, 487, 4253
4939, 309, 488, 4253
4940, 308, 489, 4253
4942, 307, 490, 4253
4945, 306, 491, 4253
4947, 306, 490, 4254
4949, 305, 491, 4254
4953, 304, 491, 4255
4954, 303, 492, 4255
4957, 303, 491, 4256
4959, 303, 489, 4258
4960, 303, 487, 4260
4961, 302, 488, 4260
4963, 301, 489, 4260
4965, 301, 488, 4261
4968, 300, 488, 4262
4970, 299, 487, 4264
4971, 298, 487, 4265
4972, 298, 486, 4266
4973, 298, 485, 4267
4974, 298, 483, 4269
4977, 298, 482, 4270
4978, 298, 481, 4271
4981, 298, 479, 4273
4982, 297, 480, 4273
4984, 296, 480, 4274
4985, 295, 479, 4276
4987, 294, 480, 4276
4989, 293, 479, 4278
4990, 292, 479, 4279
4991, 290, 480, 4280
4994, 290, 479, 4281
4997, 289, 480, 4281
4999, 288, 481, 4281
5000, 288, 480, 4282
5003, 288, 479, 4283
5006, 287, 479, 4284
5011, 287, 477, 4286
5012, 287, 476, 4287
5013, 286, 477, 4287
5014, 285, 478, 4287
5015, 285, 477, 4288
5016, 285, 476, 4289
5018, 284, 476, 4290
5019, 283, 476, 4291
5020, 282, 477, 4291
5022, 282, 476, 4292
5023, 282, 475, 4293
5026, 281, 476, 4293
5027, 280, 477, 4293
5028, 280, 476, 4294
5030, 279, 477, 4294
5032, 278, 477, 4295
5036, 278, 475, 4297
5037, 278, 474, 4298
5039, 277, 475, 4298
5042, 277, 474, 4299
5047, 277, 473, 4300
5055, 276, 474, 4300
5059, 276, 473, 4301
5060, 276, 472, 4302
5061, 276, 470, 4304
5063, 276, 469, 4305
5064, 274, 471, 4305
5065, 273, 472, 4305
5067, 272, 473, 4305
5068, 272, 472, 4306
5069, 271, 472, 4307
5071, 270, 472, 4308
5073, 269, 472, 4309
5074, 269, 469, 4312
5079, 268, 469, 4313
5080, 268, 468, 4314
5082, 268, 467, 4315
5084, 267, 468, 4315
5086, 267, 467, 4316
5087, 266, 465, 4319
5088, 265, 464, 4321
5090, 264, 464, 4322
5094, 264, 463, 4323
5095, 263, 464, 4323
5096, 262, 465, 4323
5097, 262, 464, 4324
5099, 261, 463, 4326
5100, 261, 462, 4327
5103, 260, 462, 4328
5104, 259, 463, 4328
5108, 259, 460, 4331
5113, 259, 459, 4332
5115, 258, 460, 4332
5117, 258, 458, 4334
5119, 258, 457, 4335
5122, 258, 455, 4337
5129, 258, 453, 4339
5131, 258, 452, 4340
5133, 258, 451, 4341
5134, 257, 452, 4341
5135, 256, 453, 4341
5136, 256, 452, 4342
5137, 256, 450, 4344
5138, 256, 449, 4345
5139, 255, 450, 4345
5141, 255, 449, 4346
5143, 255, 448, 4347
5144, 255, 447, 4348
5151, 254, 448, 4348
5153, 253, 449, 4348
5155, 252, 450, 4348
5156, 250, 452, 4348
5157, 249, 452, 4349
5158, 248, 453, 4349
5159, 246, 454, 4350
5161, 245, 455, 4350
5162, 245, 454, 4351
5163, 244, 455, 4351
5167, 242, 455, 4353
5168, 242, 454, 4354
5170, 241, 454, 4355
5172, 240, 455, 4355
5173, 240, 454, 4356
5175, 240, 451, 4359
5176, 240, 450, 4360
5183, 240, 449, 4361
5184, 240, 448, 4362
5185, 240, 446, 4364
5187, 239, 447, 4364
5189, 239, 446, 4365
5190, 239, 445, 4366
5193, 238, 445, 4367
5194, 237, 446, 4367
5199, 236, 447, 4367
5200, 236, 446, 4368
5201, 236, 445, 4369
5203, 236, 444, 4370
5204, 235, 444, 4371
5205, 235, 443, 4372
5208, 235, 442, 4373
5209, 235, 441, 4374
5212, 234, 441, 4375
5213, 234, 439, 4377
5214, 234, 438, 4378
5215, 234, 436, 4380
5216, 232, 437, 4381
5217, 232, 436, 4382
5219, 232, 435, 4383
5223, 231, 435, 4384
5225, 230, 436, 4384
5226, 229, 437, 4384
5227, 228, 437, 4385
5228, 227, 438, 4385
5229, 227, 437, 4386
5230, 226, 438, 4386
5233, 226, 437, 4387
5234, 226, 436, 4388
5235, 226, 433, 4391
5239, 225, 432, 4393
5241, 225, 431, 4394
5245, 225, 430, 4395
5249, 225, 429, 4396
5250, 225, 428, 4397
5251, 225, 427, 4398
5252, 224, 427, 4399
5253, 223, 425, 4402
5255, 222, 425, 4403
5256, 221, 426, 4403
5257, 220, 425, 4405
5258, 219, 426, 4405
5261, 219, 424, 4407
5263, 219, 422, 4409
5264, 218, 422, 4410
5270, 217, 423, 4410
5273, 217, 422, 4411
5274, 216, 423, 4411
5277, 215, 422, 4413
5279, 214, 422, 4414
5280, 212, 422, 4416
5281, 212, 421, 4417
5285, 211, 422, 4417
5286, 210, 422, 4418
5287, 209, 423, 4418
5288, 208, 424, 4418
5289, 208, 423, 4419
5290, 208, 422, 4420
5293, 207, 423, 4420
5296, 207, 422, 4421
5301, 207, 421, 4422
5302, 207, 420, 4423
5303, 207, 419, 4424
5304, 206, 419, 4425
5305, 205, 420, 4425
5306, 205, 419, 4426
5307, 205, 418, 4427
5311, 204, 418, 4428
5313, 204, 416, 4430
5315, 204, 412, 4434
5317, 203, 413, 4434
5325, 203, 411, 4436
5326, 201, 413, 4436
5329, 201, 412, 4437
5330, 201, 411, 4438
5332, 200, 412, 4438
5334, 199, 412, 4439
5335, 199, 411, 4440
5337, 199, 409, 4442
5338, 198, 410, 4442
5339, 197, 411, 4442
5341, 197, 409, 4444
5342, 197, 408, 4445
5343, 196, 409, 4445
5348, 196, 408, 4446
5349, 196, 407, 4447
5353, 195, 408, 4447
5356, 194, 409, 4447
5357, 194, 408, 4448
5358, 192, 408, 4450
5361, 191, 409, 4450
5363, 190, 410, 4450
5364, 190, 408, 4452
5369, 190, 407, 4453
5370, 190, 406, 4454
5373, 190, 405, 4455
5374, 190, 404, 4456
5375, 188, 405, 4457
5376, 188, 404, 4458
5382, 188, 403, 4459
5391, 188, 401, 4461
5396, 187, 400, 4463
5397, 186, 401, 4463
5400, 186, 400, 4464
5402, 186, 399, 4465
5403, 186, 398, 4466
5404, 186, 397, 4467
5406, 186, 395, 4469
5408, 186, 394, 4470
5409, 186, 393, 4471
5410, 186, 392, 4472
5413, 186, 391, 4473
5416, 186, 389, 4475
5420, 186, 387, 4477
5421, 186, 386, 4478
5423, 186, 383, 4481
5424, 185, 381, 4484
5425, 185, 378, 4487
5427, 185, 377, 4488
5429, 185, 376, 4489
5432, 185, 374, 4491
5433, 184, 375, 4491
5435, 183, 376, 4491
5436, 183, 375, 4492
5438, 180, 378, 4492
5439, 179, 378, 4493
5440, 179, 377, 4494
5441, 179, 376, 4495
5442, 178, 375, 4497
5443, 177, 376, 4497
5446, 177, 375, 4498
5448, 176, 375, 4499
5449, 176, 374, 4500
5450, 175, 375, 4500
5451, 175, 374, 4501
5453, 174, 374, 4502
5456, 173, 375, 4502
5465, 173, 373, 4504
5466, 172, 374, 4504
5471, 172, 373, 4505
5472, 171, 372, 4507
5473, 170, 373, 4507
5474, 169, 374, 4507
5480, 168, 374, 4508
5481, 167, 374, 4509
5484, 167, 373, 4510
5485, 166, 374, 4510
5486, 165, 374, 4511
5488, 164, 375, 4511
5489, 164, 373, 4513
5490, 164, 372, 4514
5491, 164, 371, 4515
5494, 163, 372, 4515
5495, 163, 371, 4516
5496, 163, 370, 4517
5498, 163, 369, 4518
5500, 163, 368, 4519
5503, 163, 367, 4520
5504, 162, 368, 4520
5507, 162, 367, 4521
5508, 161, 368, 4521
5510, 160, 368, 4522
5513, 160, 367, 4523
5516, 160, 366, 4524
5520, 160, 365, 4525
5521, 160, 364, 4526
5522, 160, 363, 4527
5523, 160, 361, 4529
5525, 160, 360, 4530
5528, 160, 359, 4531
5529, 159, 359, 4532
5535, 158, 360, 4532
5540, 158, 359, 4533
5542, 157, 360, 4533
5543, 157, 359, 4534
5550, 157, 358, 4535
5553, 157, 357, 4536
5554, 157, 356, 4537
5555, 157, 354, 4539
5556, 157, 352, 4541
5557, 157, 351, 4542
5560, 157, 350, 4543
5563, 156, 351, 4543
5564, 156, 349, 4545
5567, 156, 348, 4546
5568, 155, 349, 4546
5569, 155, 348, 4547
5571, 155, 346, 4549
5573, 155, 345, 4550
5580, 154, 346, 4550
5585, 154, 345, 4551
5586, 154, 343, 4553
5588, 154, 342, 4554
5589, 153, 342, 4555
5590, 153, 340, 4557
5594, 152, 340, 4558
5596, 151, 341, 4558
5600, 151, 340, 4559
5601, 150, 340, 4560
5604, 150, 339, 4561
5605, 150, 338, 4562
5607, 149, 339, 4562
5609, 148, 340, 4562
5611, 148, 339, 4563
5612, 147, 340, 4563
5616, 147, 339, 4564
5617, 147, 338, 4565
5620, 147, 337, 4566
5621, 147, 336, 4567
5624, 147, 335, 4568
5627, 147, 333, 4570
5628, 147, 332, 4571
5630, 147, 330, 4573
5633, 146, 328, 4576
5634, 145, 329, 4576
5636, 145, 327, 4578
5640, 144, 328, 4578
5642, 144, 327, 4579
5644, 142, 329, 4579
5647, 142, 328, 4580
5648, 142, 326, 4582
5649, 142, 324, 4584
5659, 142, 323, 4585
5660, 142, 322, 4586
5662, 142, 321, 4587
5666, 142, 320, 4588
5668, 142, 319, 4589
5670, 142, 318, 4590
5671, 142, 317, 4591
5673, 140, 319, 4591
5676, 140, 317, 4593
5677, 140, 316, 4594
5679, 139, 317, 4594
5684, 139, 316, 4595
5687, 139, 315, 4596
5692, 139, 314, 4597
5693, 139, 313, 4598
5694, 139, 312, 4599
5705, 138, 312, 4600
5707, 138, 311, 4601
5708, 137, 312, 4601
5710, 136, 313, 4601
5712, 136, 312, 4602
5713, 136, 311, 4603
5714, 135, 311, 4604
5723, 134, 312, 4604
5724, 134, 311, 4605
5725, 134, 310, 4606
5732, 134, 309, 4607
5733, 134, 308, 4608
5737, 134, 307, 4609
5740, 134, 306, 4610
5747, 134, 304, 4612
5749, 133, 305, 4612
5754, 133, 304, 4613
5756, 133, 303, 4614
5757, 133, 302, 4615
5759, 133, 300, 4617
5760, 133, 299, 4618
5761, 133, 298, 4619
5763, 133, 297, 4620
5765, 132, 298, 4620
5770, 132, 297, 4621
5771, 132, 296, 4622
5774, 132, 295, 4623
5779, 132, 294, 4624
5784, 132, 293, 4625
5790, 131, 294, 4625
5791, 131, 293, 4626
5792, 129, 295, 4626
5796, 129, 294, 4627
5801, 128, 295, 4627
5805, 127, 296, 4627
5818, 127, 295, 4628
5828, 127, 293, 4630
5832, 126, 294, 4630
5846, 125, 295, 4630
5848, 124, 296, 4630
5849, 124, 295, 4631
5850, 124, 294, 4632
5851, 124, 293, 4633
5857, 124, 292, 4634
5859, 124, 291, 4635
5860, 124, 290, 4636
5863, 123, 291, 4636
5876, 122, 292, 4636
5880, 121, 291, 4638
5881, 121, 290, 4639
5885, 121, 289, 4640
5886, 121, 288, 4641
5894, 120, 289, 4641
5897, 120, 288, 4642
5903, 120, 287, 4643
5905, 120, 286, 4644
5908, 120, 285, 4645
5909, 120, 284, 4646
5911, 120, 283, 4647
5914, 120, 282, 4648
5915, 120, 281, 4649
5920, 120, 280, 4650
5922, 120, 279, 4651
5924, 120, 278, 4652
5926, 120, 277, 4653
5927, 120, 276, 4654
5928, 120, 275, 4655
5933, 120, 274, 4656
5937, 120, 273, 4657
5939, 120, 272, 4658
5940, 120, 269, 4661
5942, 118, 271, 4661
5945, 118, 270, 4662
5950, 118, 269, 4663
5956, 118, 268, 4664
5960, 117, 269, 4664
5962, 117, 268, 4665
5969, 117, 266, 4667
5974, 117, 265, 4668
5976, 116, 266, 4668
5977, 116, 265, 4669
5979, 116, 264, 4670
5982, 116, 263, 4671
5986, 116, 262, 4672
5987, 115, 263, 4672
5988, 115, 262, 4673
5992, 115, 261, 4674
5993, 115, 260, 4675
5996, 114, 260, 4676
5998, 114, 259, 4677
5999, 114, 258, 4678
6002, 114, 256, 4680
6003, 114, 255, 4681
6006, 113, 256, 4681
6015, 112, 256, 4682
6021, 112, 255, 4683
6025, 112, 254, 4684
6026, 112, 253, 4685
6027, 112, 252, 4686
6035, 112, 251, 4687
6037, 112, 250, 4688
6038, 111, 251, 4688
6040, 111, 250, 4689
6043, 111, 249, 4690
6051, 111, 248, 4691
6053, 111, 247, 4692
6064, 110, 248, 4692
6067, 110, 247, 4693
6076, 110, 246, 4694
6092, 110, 245, 4695
6097, 110, 244, 4696
6102, 110, 243, 4697
6108, 110, 242, 4698
6110, 110, 241, 4699
6117, 110, 240, 4700
6121, 110, 238, 4702
6125, 110, 237, 4703
6127, 110, 236, 4704
6132, 110, 234, 4706
6141, 110, 233, 4707
6149, 110, 232, 4708
6150, 110, 231, 4709
6153, 109, 232, 4709
6154, 109, 231, 4710
6159, 109, 230, 4711
6161, 109, 229, 4712
6167, 109, 228, 4713
6175, 109, 227, 4714
6176, 109, 226, 4715
6183, 109, 225, 4716
6184, 109, 224, 4717
6192, 109, 223, 4718
6196, 108, 224, 4718
6197, 108, 223, 4719
6199, 108, 222, 4720
6202, 107, 223, 4720
6204, 107, 222, 4721
6206, 106, 222, 4722
6208, 106, 221, 4723
6211, 106, 220, 4724
6212, 106, 218, 4726
6218, 105, 218, 4727
6220, 104, 219, 4727
6224, 104, 218, 4728
6228, 103, 219, 4728
6234, 103, 216, 4731
6235, 103, 215, 4732
6236, 103, 213, 4734
6240, 103, 211, 4736
6245, 103, 210, 4737
6250, 103, 209, 4738
6252, 103, 208, 4739
6257, 103, 207, 4740
6262, 103, 206, 4741
6271, 103, 205, 4742
6282, 102, 205, 4743
6301, 102, 204, 4744
6302, 102, 203, 4745
6312, 102, 202, 4746
6327, 101, 203, 4746
6329, 101, 202, 4747
6335, 100, 203, 4747
6339, 100, 202, 4748
6340, 100, 201, 4749
6344, 100, 200, 4750
6345, 100, 199, 4751
6351, 100, 198, 4752
6354, 100, 197, 4753
6372, 100, 196, 4754
6378, 100, 195, 4755
6388, 99, 196, 4755
6414, 99, 195, 4756
6419, 99, 194, 4757
6423, 98, 195, 4757
6425, 98, 194, 4758
6432, 98, 193, 4759
6441, 98, 192, 4760
6445, 98, 191, 4761
6446, 98, 190, 4762
6448, 97, 191, 4762
6449, 97, 190, 4763
6450, 97, 189, 4764
6453, 97, 188, 4765
6456, 97, 187, 4766
6458, 97, 186, 4767
6461, 97, 185, 4768
6463, 95, 187, 4768
6466, 95, 186, 4769
6479, 95, 185, 4770
6483, 95, 184, 4771
6486, 95, 183, 4772
6487, 95, 181, 4774
6489, 94, 182, 4774
6492, 93, 183, 4774
6493, 93, 182, 4775
6504, 93, 181, 4776
6505, 93, 179, 4778
6507, 93, 178, 4779
6510, 93, 177, 4780
6517, 93, 176, 4781
6519, 93, 175, 4782
6523, 93, 174, 4783
6530, 93, 173, 4784
6534, 93, 172, 4785
6540, 93, 171, 4786
6544, 93, 170, 4787
6547, 93, 169, 4788
6561, 93, 168, 4789
6563, 93, 167, 4790
6565, 93, 166, 4791
6572, 93, 165, 4792
6583, 93, 164, 4793
6590, 93, 163, 4794
6592, 93, 162, 4795
6598, 93, 161, 4796
6606, 93, 160, 4797
6608, 93, 159, 4798
6614, 93, 158, 4799
6636, 93, 157, 4800
6648, 93, 156, 4801
6661, 93, 155, 4802
6663, 93, 154, 4803
6673, 92, 154, 4804
6682, 92, 153, 4805
6687, 92, 152, 4806
6690, 92, 151, 4807
6696, 92, 150, 4808
6697, 91, 151, 4808
6699, 91, 150, 4809
6706, 91, 149, 4810
6707, 91, 147, 4812
6710, 91, 146, 4813
6713, 91, 145, 4814
6716, 91, 144, 4815
6726, 91, 143, 4816
6737, 91, 142, 4817
6739, 91, 141, 4818
6753, 91, 140, 4819
6763, 91, 139, 4820
6764, 90, 140, 4820
6794, 90, 139, 4821
6807, 90, 137, 4823
6812, 90, 136, 4824
6813, 90, 135, 4825
6826, 90, 134, 4826
6846, 90, 133, 4827
6848, 90, 132, 4828
6865, 90, 131, 4829
6867, 90, 130, 4830
6874, 90, 129, 4831
6887, 90, 128, 4832
6888, 90, 127, 4833
6895, 90, 126, 4834
6898, 90, 125, 4835
6901, 90, 124, 4836
6912, 89, 124, 4837
6913, 89, 123, 4838
6915, 89, 122, 4839
6918, 89, 121, 4840
6920, 89, 120, 4841
6923, 89, 119, 4842
6933, 89, 118, 4843
6936, 89, 117, 4844
6941, 89, 116, 4845
6946, 89, 115, 4846
6951, 89, 114, 4847
6965, 89, 113, 4848
6967, 89, 112, 4849
6978, 89, 111, 4850
6981, 89, 110, 4851
6982, 89, 109, 4852
6988, 89, 107, 4854
6989, 89, 106, 4855
7006, 89, 105, 4856
7008, 89, 104, 4857
7012, 89, 103, 4858
7052, 89, 102, 4859
7055, 89, 101, 4860
7063, 89, 100, 4861
7065, 89, 99, 4862
7073, 89, 98, 4863
7076, 89, 97, 4864
7080, 89, 96, 4865
7083, 89, 95, 4866
7087, 89, 94, 4867
7103, 89, 93, 4868
7120, 88, 94, 4868
7123, 88, 93, 4869
7131, 88, 92, 4870
7132, 88, 91, 4871
7152, 88, 90, 4872
7171, 88, 89, 4873
7175, 88, 88, 4874
7233, 88, 87, 4875
7240, 88, 86, 4876
7242, 88, 85, 4877
7248, 88, 84, 4878
7323, 88, 83, 4879
7332, 88, 82, 4880
7336, 87, 83, 4880
7355, 87, 82, 4881
7366, 87, 81, 4882
7370, 87, 80, 4883
7375, 86, 81, 4883
7389, 86, 80, 4884
7391, 86, 79, 4885
7398, 85, 80, 4885
7402, 85, 79, 4886
7405, 85, 78, 4887
7414, 85, 77, 4888
7421, 85, 76, 4889
7430, 84, 77, 4889
7438, 84, 76, 4890
7445, 84, 75, 4891
7450, 84, 74, 4892
7463, 84, 73, 4893
7504, 84, 72, 4894
7524, 84, 71, 4895
7536, 84, 70, 4896
7559, 84, 69, 4897
7568, 84, 68, 4898
7586, 84, 67, 4899
7607, 84, 66, 4900
7615, 84, 65, 4901
7641, 84, 64, 4902
7642, 84, 63, 4903
7646, 84, 62, 4904
7711, 83, 63, 4904
7722, 82, 64, 4904
7737, 82, 63, 4905
7743, 82, 62, 4906
7745, 82, 61, 4907
7751, 82, 60, 4908
7754, 82, 59, 4909
7762, 82, 58, 4910
7792, 82, 57, 4911
7805, 82, 56, 4912
7815, 82, 55, 4913
7856, 82, 54, 4914
7896, 82, 53, 4915
7897, 82, 52, 4916
7922, 82, 51, 4917
7966, 82, 50, 4918
7990, 82, 49, 4919
8009, 82, 48, 4920
8014, 82, 47, 4921
8018, 82, 46, 4922
8020, 82, 45, 4923
8036, 82, 44, 4924
8048, 82, 43, 4925
8082, 82, 42, 4926
8111, 82, 41, 4927
8117, 82, 40, 4928
8119, 82, 39, 4929
8123, 82, 38, 4930
8152, 82, 37, 4931
8154, 82, 36, 4932
8203, 81, 37, 4932
8238, 81, 36, 4933
8280, 81, 35, 4934
8299, 81, 34, 4935
8351, 81, 33, 4936
8368, 81, 32, 4937
8403, 81, 31, 4938
8455, 81, 30, 4939
8465, 81, 29, 4940
8513, 81, 28, 4941
8515, 81, 27, 4942
8526, 81, 26, 4943
8628, 81, 25, 4944
8696, 81, 24, 4945
8714, 81, 23, 4946
8749, 81, 22, 4947
8766, 80, 23, 4947
8777, 79, 24, 4947
8783, 79, 23, 4948
8788, 79, 22, 4949
8816, 79, 21, 4950
8854, 79, 19, 4952
8933, 79, 18, 4953
9010, 79, 17, 4954
9013, 79, 16, 4955
9193, 79, 15, 4956
9290, 78, 16, 4956
9376, 78, 15, 4957
9464, 78, 14, 4958
9509, 78, 13, 4959
9652, 78, 12, 4960
9812, 78, 11, 4961
9848, 78, 10, 4962
9878, 78, 9, 4963
9921, 78, 8, 4964
10055, 78, 7, 4965
10237, 78, 6, 4966
10288, 78, 5, 4967
10440, 78, 4, 4968
10508, 78, 3, 4969
11089, 78, 2, 4970
11112, 78, 1, 4971
12400, 78, 0, 4972

