infected,suceptible,removed
446,4490,114
444,4490,116
444,4489,117
444,4488,118
445,4487,118
446,4486,118
448,4484,118
449,4483,118
454,4478,118
456,4476,118
457,4475,118
455,4475,120
456,4474,120
458,4471,121
459,4469,122
459,4468,123
459,4468,123
459,4468,123
460,4467,123
458,4467,125
458,4467,125
459,4466,125
462,4463,125
462,4463,125
463,4462,125
461,4462,127
462,4461,127
464,4458,128
465,4457,128
466,4456,128
465,4456,129
465,4456,129
466,4454,130
467,4452,131
468,4450,132
468,4450,132
468,4450,132
468,4449,133
468,4449,133
468,4448,134
468,4447,135
469,4446,135
468,4446,136
467,4446,137
467,4444,139
467,4444,139
467,4444,139
467,4443,140
466,4443,141
467,4440,143
468,4439,143
469,4438,143
472,4435,143
472,4435,143
476,4431,143
479,4427,144
479,4426,145
478,4424,148
478,4422,150
479,4421,150
481,4419,150
482,4418,150
485,4415,150
484,4415,151
483,4415,152
482,4415,153
482,4415,153
483,4413,154
482,4413,155
483,4412,155
483,4412,155
483,4411,156
483,4411,156
483,4411,156
481,4411,158
481,4411,158
481,4411,158
481,4411,158
481,4411,158
481,4410,159
482,4408,160
484,4406,160
485,4405,160
487,4403,160
488,4401,161
489,4400,161
493,4395,162
493,4394,163
494,4392,164
493,4391,166
495,4389,166
494,4389,167
495,4388,167
495,4386,169
496,4385,169
498,4383,169
501,4380,169
501,4379,170
501,4379,170
503,4377,170
504,4376,170
505,4374,171
506,4372,172
506,4372,172
507,4371,172
508,4369,173
508,4369,173
507,4368,175
509,4366,175
510,4365,175
510,4365,175
510,4365,175
513,4362,175
515,4360,175
517,4357,176
518,4356,176
518,4356,176
519,4355,176
521,4353,176
520,4353,177
520,4352,178
519,4351,180
521,4349,180
521,4348,181
521,4348,181
522,4347,181
525,4344,181
526,4342,182
525,4342,183
526,4341,183
526,4341,183
527,4339,184
526,4338,186
527,4337,186
528,4336,186
530,4334,186
529,4334,187
532,4331,187
532,4331,187
532,4330,188
532,4329,189
533,4327,190
536,4324,190
537,4323,190
535,4322,193
537,4320,193
539,4318,193
539,4317,194
540,4315,195
540,4314,196
543,4311,196
543,4309,198
547,4305,198
548,4303,199
546,4303,201
550,4299,201
550,4297,203
552,4295,203
556,4291,203
556,4291,203
556,4291,203
557,4290,203
557,4289,204
555,4289,206
555,4289,206
556,4287,207
558,4285,207
560,4283,207
562,4281,207
563,4280,207
562,4279,209
563,4278,209
564,4277,209
564,4277,209
564,4277,209
564,4276,210
564,4276,210
563,4274,213
564,4273,213
565,4272,213
565,4272,213
567,4270,213
566,4269,215
566,4268,216
566,4267,217
566,4266,218
568,4264,218
568,4264,218
570,4262,218
569,4262,219
568,4262,220
569,4261,220
570,4260,220
571,4259,220
570,4259,221
571,4258,221
571,4257,222
572,4256,222
574,4254,222
574,4254,222
577,4251,222
577,4250,223
576,4249,225
578,4245,227
578,4245,227
580,4242,228
580,4241,229
579,4241,230
580,4240,230
582,4236,232
580,4236,234
582,4234,234
583,4233,234
585,4231,234
587,4229,234
589,4227,234
589,4226,235
589,4226,235
593,4221,236
595,4219,236
596,4218,236
596,4217,237
597,4216,237
598,4215,237
599,4213,238
599,4213,238
603,4209,238
605,4207,238
605,4206,239
606,4205,239
606,4204,240
606,4204,240
604,4204,242
606,4201,243
608,4199,243
611,4195,244
610,4195,245
610,4195,245
611,4193,246
610,4193,247
611,4192,247
611,4192,247
611,4192,247
609,4192,249
609,4192,249
609,4192,249
608,4192,250
611,4189,250
614,4185,251
617,4182,251
617,4181,252
621,4177,252
621,4176,253
620,4176,254
619,4176,255
619,4174,257
620,4172,258
622,4170,258
623,4169,258
624,4168,258
625,4167,258
626,4166,258
628,4164,258
628,4163,259
628,4163,259
628,4163,259
630,4161,259
630,4160,260
633,4157,260
631,4157,262
633,4155,262
634,4154,262
635,4152,263
636,4150,264
637,4149,264
639,4147,264
640,4146,264
641,4144,265
642,4143,265
643,4142,265
644,4140,266
643,4140,267
645,4138,267
647,4136,267
646,4136,268
646,4134,270
649,4130,271
651,4128,271
651,4127,272
653,4125,272
653,4125,272
654,4123,273
658,4119,273
660,4117,273
661,4116,273
664,4113,273
664,4113,273
665,4112,273
666,4110,274
666,4109,275
665,4109,276
668,4106,276
670,4104,276
672,4102,276
673,4100,277
674,4099,277
676,4097,277
678,4095,277
678,4094,278
682,4090,278
681,4090,279
683,4088,279
681,4086,283
681,4085,284
680,4085,285
679,4085,286
680,4083,287
684,4079,287
685,4077,288
685,4076,289
687,4074,289
690,4071,289
690,4070,290
691,4068,291
693,4065,292
693,4063,294
693,4063,294
693,4061,296
693,4060,297
692,4059,299
692,4059,299
693,4057,300
692,4057,301
691,4057,302
690,4057,303
693,4054,303
694,4053,303
694,4051,305
695,4050,305
693,4050,307
693,4049,308
691,4049,310
692,4048,310
694,4045,311
694,4044,312
692,4043,315
693,4041,316
691,4041,318
691,4041,318
691,4038,321
692,4036,322
692,4035,323
694,4032,324
693,4032,325
693,4031,326
695,4028,327
694,4028,328
696,4026,328
698,4023,329
699,4022,329
700,4021,329
702,4019,329
701,4019,330
701,4018,331
701,4018,331
705,4014,331
708,4010,332
708,4009,333
709,4007,334
709,4006,335
709,4005,336
709,4005,336
709,4005,336
707,4005,338
709,4003,338
708,4003,339
709,4002,339
709,4002,339
710,4000,340
709,4000,341
709,3998,343
711,3996,343
713,3994,343
715,3991,344
715,3991,344
715,3990,345
716,3989,345
717,3988,345
717,3988,345
720,3985,345
723,3982,345
722,3982,346
722,3982,346
721,3982,347
722,3981,347
723,3980,347
724,3979,347
724,3979,347
725,3978,347
726,3975,349
727,3973,350
728,3971,351
731,3967,352
733,3965,352
736,3962,352
736,3959,355
739,3956,355
738,3955,357
740,3953,357
739,3953,358
738,3952,360
739,3951,360
741,3948,361
740,3948,362
741,3946,363
742,3944,364
743,3942,365
747,3938,365
749,3936,365
750,3934,366
750,3934,366
750,3934,366
753,3931,366
753,3930,367
756,3927,367
756,3926,368
760,3922,368
760,3922,368
762,3920,368
766,3916,368
769,3913,368
769,3912,369
771,3910,369
771,3908,371
772,3906,372
771,3906,373
771,3905,374
772,3903,375
774,3901,375
777,3898,375
777,3896,377
778,3895,377
782,3891,377
783,3889,378
781,3889,380
781,3888,381
783,3886,381
783,3886,381
782,3886,382
783,3884,383
782,3883,385
782,3882,386
781,3881,388
783,3879,388
788,3874,388
790,3872,388
790,3872,388
790,3872,388
791,3871,388
792,3870,388
792,3869,389
792,3868,390
791,3868,391
793,3865,392
793,3864,393
792,3864,394
794,3862,394
793,3861,396
795,3859,396
797,3856,397
800,3853,397
800,3852,398
800,3851,399
802,3849,399
805,3846,399
805,3844,401
805,3842,403
807,3840,403
806,3840,404
807,3838,405
808,3837,405
807,3837,406
808,3836,406
810,3833,407
809,3833,408
811,3831,408
810,3831,409
811,3830,409
812,3829,409
809,3829,412
808,3828,414
808,3828,414
808,3827,415
808,3826,416
808,3826,416
809,3825,416
811,3822,417
811,3822,417
812,3821,417
810,3821,419
813,3818,419
812,3817,421
813,3816,421
813,3815,422
813,3814,423
814,3813,423
814,3811,425
817,3808,425
819,3806,425
821,3804,425
821,3804,425
821,3803,426
822,3801,427
820,3801,429
820,3801,429
822,3797,431
820,3797,433
822,3795,433
819,3795,436
819,3794,437
820,3793,437
819,3793,438
822,3790,438
824,3788,438
826,3786,438
827,3785,438
826,3783,441
827,3782,441
828,3781,441
828,3781,441
828,3781,441
829,3780,441
830,3779,441
829,3779,442
828,3778,444
823,3778,449
823,3776,451
823,3775,452
826,3771,453
830,3767,453
828,3767,455
830,3764,456
829,3763,458
831,3761,458
834,3758,458
837,3755,458
838,3754,458
839,3753,458
838,3753,459
839,3752,459
840,3750,460
840,3748,462
840,3748,462
840,3747,463
840,3747,463
840,3746,464
841,3745,464
842,3744,464
839,3744,467
839,3742,469
839,3741,470
840,3738,472
840,3737,473
840,3737,473
843,3733,474
841,3733,476
841,3733,476
842,3732,476
842,3731,477
843,3730,477
841,3730,479
842,3728,480
843,3727,480
845,3724,481
847,3722,481
848,3720,482
850,3718,482
851,3717,482
855,3713,482
855,3713,482
852,3713,485
850,3712,488
852,3710,488
852,3710,488
854,3708,488
853,3706,491
852,3705,493
852,3705,493
847,3705,498
847,3705,498
847,3704,499
847,3704,499
848,3703,499
850,3700,500
851,3699,500
853,3697,500
853,3696,501
853,3696,501
853,3695,502
853,3695,502
854,3694,502
856,3691,503
856,3691,503
857,3689,504
856,3689,505
856,3688,506
855,3688,507
856,3686,508
858,3683,509
860,3681,509
859,3679,512
858,3679,513
856,3679,515
855,3678,517
856,3676,518
856,3676,518
856,3676,518
858,3674,518
858,3673,519
859,3672,519
861,3670,519
859,3670,521
858,3670,522
859,3669,522
860,3667,523
858,3667,525
859,3666,525
858,3666,526
859,3665,526
859,3665,526
862,3662,526
863,3661,526
867,3657,526
867,3657,526
867,3657,526
867,3657,526
867,3657,526
868,3656,526
868,3656,526
869,3655,526
870,3652,528
870,3651,529
870,3650,530
871,3648,531
872,3647,531
871,3646,533
870,3645,535
872,3643,535
871,3642,537
870,3642,538
871,3640,539
869,3639,542
868,3639,543
867,3638,545
869,3636,545
869,3636,545
870,3634,546
872,3631,547
872,3631,547
872,3631,547
872,3631,547
875,3628,547
878,3624,548
878,3622,550
878,3620,552
876,3619,555
878,3617,555
877,3617,556
878,3616,556
877,3615,558
877,3614,559
879,3611,560
882,3608,560
885,3605,560
886,3604,560
