infected,suceptible,removed
196,3007,1847
196,3007,1847
196,3007,1847
196,3007,1847
196,3007,1847
197,3006,1847
197,3006,1847
197,3006,1847
197,3006,1847
197,3006,1847
197,3006,1847
197,3006,1847
197,3006,1847
196,3006,1848
196,3006,1848
195,3006,1849
194,3006,1850
194,3006,1850
193,3006,1851
193,3006,1851
193,3006,1851
192,3006,1852
192,3006,1852
192,3006,1852
191,3006,1853
190,3006,1854
191,3005,1854
191,3005,1854
191,3005,1854
191,3005,1854
191,3005,1854
191,3005,1854
191,3005,1854
191,3005,1854
190,3005,1855
190,3005,1855
190,3005,1855
190,3005,1855
190,3005,1855
190,3005,1855
189,3005,1856
189,3005,1856
189,3005,1856
189,3005,1856
189,3005,1856
189,3005,1856
189,3005,1856
189,3005,1856
189,3005,1856
189,3005,1856
188,3004,1858
188,3004,1858
188,3004,1858
189,3003,1858
188,3003,1859
187,3003,1860
186,3003,1861
186,3003,1861
186,3003,1861
185,3003,1862
185,3003,1862
185,3003,1862
185,3003,1862
185,3003,1862
185,3003,1862
185,3003,1862
186,3002,1862
185,3002,1863
186,3001,1863
186,3001,1863
185,3001,1864
184,3001,1865
184,3001,1865
184,3001,1865
184,3001,1865
184,3001,1865
183,3001,1866
183,3001,1866
184,3000,1866
184,3000,1866
184,3000,1866
183,3000,1867
183,3000,1867
182,3000,1868
182,3000,1868
182,3000,1868
182,3000,1868
182,3000,1868
182,3000,1868
182,3000,1868
182,3000,1868
182,3000,1868
182,3000,1868
182,3000,1868
182,3000,1868
182,3000,1868
182,3000,1868
182,3000,1868
182,3000,1868
182,3000,1868
181,3000,1869
181,3000,1869
181,3000,1869
181,3000,1869
180,3000,1870
180,3000,1870
179,3000,1871
178,3000,1872
178,3000,1872
178,3000,1872
178,3000,1872
178,3000,1872
178,3000,1872
178,3000,1872
178,3000,1872
177,3000,1873
177,3000,1873
177,3000,1873
177,3000,1873
177,3000,1873
177,3000,1873
177,3000,1873
177,3000,1873
176,3000,1874
176,3000,1874
176,3000,1874
176,3000,1874
175,3000,1875
174,3000,1876
174,3000,1876
174,3000,1876
173,3000,1877
173,3000,1877
173,3000,1877
173,3000,1877
173,3000,1877
172,3000,1878
170,3000,1880
170,3000,1880
170,3000,1880
170,3000,1880
170,3000,1880
170,3000,1880
171,2999,1880
170,2999,1881
170,2999,1881
170,2999,1881
170,2998,1882
170,2998,1882
170,2998,1882
170,2998,1882
169,2998,1883
169,2998,1883
169,2998,1883
168,2998,1884
167,2998,1885
166,2998,1886
165,2998,1887
165,2998,1887
165,2998,1887
165,2998,1887
165,2998,1887
165,2998,1887
165,2998,1887
164,2998,1888
164,2998,1888
164,2998,1888
164,2998,1888
164,2998,1888
164,2998,1888
163,2998,1889
163,2998,1889
163,2998,1889
164,2997,1889
164,2997,1889
164,2997,1889
162,2997,1891
162,2997,1891
162,2997,1891
162,2997,1891
162,2997,1891
162,2997,1891
162,2997,1891
162,2997,1891
161,2997,1892
161,2996,1893
161,2996,1893
161,2996,1893
159,2996,1895
159,2996,1895
159,2996,1895
159,2996,1895
161,2994,1895
161,2994,1895
161,2994,1895
161,2994,1895
161,2994,1895
160,2994,1896
160,2994,1896
160,2994,1896
160,2994,1896
160,2994,1896
160,2994,1896
160,2994,1896
160,2994,1896
160,2994,1896
160,2994,1896
160,2994,1896
160,2994,1896
159,2994,1897
159,2994,1897
159,2994,1897
159,2994,1897
158,2994,1898
158,2994,1898
158,2994,1898
158,2994,1898
157,2994,1899
156,2994,1900
156,2994,1900
156,2994,1900
156,2994,1900
156,2994,1900
156,2994,1900
156,2994,1900
156,2994,1900
156,2994,1900
156,2994,1900
156,2994,1900
156,2994,1900
156,2994,1900
156,2994,1900
156,2994,1900
156,2994,1900
156,2994,1900
155,2994,1901
155,2994,1901
155,2994,1901
155,2994,1901
155,2994,1901
154,2994,1902
154,2994,1902
154,2994,1902
154,2994,1902
153,2994,1903
153,2994,1903
153,2994,1903
153,2994,1903
153,2994,1903
153,2994,1903
153,2994,1903
153,2994,1903
153,2994,1903
153,2994,1903
153,2994,1903
153,2994,1903
153,2994,1903
153,2994,1903
153,2994,1903
153,2994,1903
153,2994,1903
153,2994,1903
153,2994,1903
152,2994,1904
152,2994,1904
152,2994,1904
152,2994,1904
153,2993,1904
153,2993,1904
153,2993,1904
153,2993,1904
153,2993,1904
153,2993,1904
152,2993,1905
152,2993,1905
151,2993,1906
151,2993,1906
151,2993,1906
151,2993,1906
151,2993,1906
151,2992,1907
